cuisineName,tagName
Mexican,green salsa
Mexican,red salsa
Mexican,bionicos
Mexican,tostilocos
Mexican,raspados
Mexican,tacos of carnitas
Mexican,carne asada
Mexican,tostada
Mexican,torta
Mexican,mini bean gordita
Mexican,cochito
Mexican,machaca
Mexican,arrachera
Mexican,cabrito
Mexican,burrito
Mexican,carne a la tampiquena
Mexican,chile rellenos
Mexican,enchiladas with tasajo beef
Mexican,mole poblano  negro mole
Mexican,amarillo mole
Mexican,coloradito mole
Mexican,mancha manteles mole
Mexican,chichilo mole
Mexican,rojo mole
Mexican,verde mole
Mexican,enfrijoladas
Mexican,huachinango a la veracruzana
Mexican,garnachas
Mexican,birria
Mexican,chilayo
Mexican,menudo
Mexican,tortas ahogadas
Mexican,carne en su jugo
Mexican,mojarra frita
Mexican,asado de boda
Mexican,recado rojo
Mexican,cochinita pibil
Mexican,esmedregal
Mexican,panucho
Mexican,frijol con puerco
Mexican,chili con carne
Mexican,guacomole
Mexican,tinga
Mexican,tacos
Mexican,taco
Mexican,pancita
Mexican,enchilada
Mexican,enchiladas
Mexican,quesadilla
Mexican,quesedilla
Mexican,quesedillas
Mexican,quesadillas
Mexican,tamales
Mexican,huaranches
Mexican,alambres
Mexican,al pastor
Mexican,ranchero cheese
Mexican,queso fresco cheese
Mexican,cuajada cheese
Mexican,requeson cheese
Mexican,queso menonita cheese
Mexican,asadero cheese
Mexican,oaxaca cheese   pozole
Mexican,tortilla
Mexican,tortillas
Mexican,huauzontle
Mexican,papaloquelite
Mexican,criollo avocado
Mexican,chipotle
Mexican,jitomate
Mexican,huitlacoche
Mexican,chayote
Mexican,poblano rajas
Mexican,chile ancho
Mexican,chiplin
Mexican,hierba santa
Mexican,hoja santa
Mexican,pasilla oaxaquena
Mexican,amarillos
Mexican,chihuaclesc
Mexican,chilcostles
Mexican,costenos
Mexican,achiote
Mexican,habanero
Mexican,recados
Mexican,mexico
Mexican,mexican
Mexican,yucatan
Mexican,oaxaca
Mexican,tijuana
Mexican,guadalajara
Mexican,baja california
Mexican,burritos
Mexican,burito
Arabian,pilaf
North Indian,korma
North Indian,qorma
North Indian,koroma
North Indian,lacha paratha
North Indian,do pyaza
North Indian,pyaza
North Indian,dopiyaza
North Indian,dupiyaza
North Indian,paratha
North Indian,phulka
North Indian,naan
North Indian,pulka
North Indian,kadai
North Indian,tandoori
North Indian,kulcha
North Indian,rumali
North Indian,kichadi
North Indian,khichadi
North Indian,chole bhatura
North Indian,rajma
North Indian,chole
North Indian,north indian
North Indian,punjabi
North Indian,makhani
North Indian,chole bhatore
North Indian,tikka
North Indian,north indian thali
North Indian,north indian thalis
North Indian,north india thali
North Indian,north india thalis
North Indian,sarson da saag
North Indian,makki di roti
North Indian,karrhi
North Indian,pudina paratha
North Indian,amritsari tandoor chicken
North Indian,punjabi karhi
North Indian,punjabi kadhi
North Indian,butter chicken
North Indian,murgh makhani
North Indian,paye
North Indian,kunna gosht
North Indian,khichdi
North Indian,khoya paneer
North Indian,paneer kofta
North Indian,amritsari paneer
North Indian,amritsari fish
North Indian,matar paneer
North Indian,palak paneer
North Indian,paneer paratha
North Indian,baingan ka bharta
North Indian,baingan bharta
North Indian,punj ratani dal
Fast Food,punjabi kadhi pakora
North Indian,punjabi lassi paneer
North Indian,tandoori roti
North Indian,lachha paratha
North Indian,jowar ki roti
North Indian,bajre ki roti
North Indian,makki ki roti
North Indian,navratan korma
North Indian,aloo gobi
North Indian,aloo tikki
North Indian,amritsari tandoori chicken
North Indian,fish tikka amrtisari
North Indian,chicken kadahi
North Indian,saag gosht
North Indian,kadhai gosht
North Indian,nihari gosht
North Indian,murgha kari
North Indian,zeera murg
North Indian,dal makhani
North Indian,dahi bhalle
North Indian,cauliflower bhaaji
North Indian,jeera rice
North Indian,chole kulche
North Indian,chana masala
North Indian,aloo paratha
North Indian,paneer parantha
North Indian,aloo parantha
North Indian,gobi parantha
North Indian,gobi paratha
North Indian,chola bhatura
North Indian,amritsari kulcha
North Indian,dahi vada
North Indian,tandur
North Indian,chiti kuni
North Indian,sai bhaji chawal
North Indian,koki
North Indian,sindhi kadhi
North Indian,taryal patata
North Indian,pallo machi
North Indian,machi palli
North Indian,sindhi fish curry
North Indian,thari singhrian ji bhaaji
North Indian,sindhi curry
North Indian,sabu dal chawal
North Indian,sindhi beeh ji bhaaji
North Indian,dal pakwan
North Indian,tidali dal
North Indian,ghyarsi dodo bhaji
North Indian,tayri vangan patata
North Indian,dhoda palli
North Indian,vaishnu bhaji
North Indian,dhaarun ji chutney
North Indian,bheeya ji tikki
North Indian,bhee aloo
North Indian,macaroni varyun phoolpatasha
North Indian,turi bhaji
North Indian,koki papad
North Indian,seyun patata
North Indian,chaap chola
North Indian,juar jo bathu
North Indian,dal paatho phulko
North Indian,sathpura phulko
North Indian,bori kutti
North Indian,kadhi chawal
North Indian,bhuga chawal
North Indian,tahiri with bhee aloo
North Indian,hilsa
North Indian,aani
North Indian,bhee
North Indian,kandhari
North Indian,paneer butter masala
North Indian,kaju paneer
North Indian,paneer amritsari
North Indian,parata
North Indian,amritsari
North Indian,kashmiri
North Indian,kichidi
North Indian,kofta
North Indian,paneer masala
North Indian,paneer mirchi masala
North Indian,roomali roti
North Indian,dal fry
North Indian,bihari kabab
North Indian,galawat kabab
North Indian,hariyali kabab
North Indian,kakori kabab
North Indian,dahi ke kabab
North Indian,reshmi kabab
Beverages,bajra ri raab
Beverages,makki ri raab
Desserts,raabdi
South Indian,idly
South Indian,dosa
South Indian,dosai
South Indian,idli
South Indian,vada
South Indian,bisi bele bath
South Indian,bhath
South Indian,uthappam
South Indian,vadas
South Indian,upma
South Indian,upmas
South Indian,pongal
South Indian,idiyappam
South Indian,vadai
South Indian,medhu
South Indian,sambar
South Indian,shambar
South Indian,shambhar
South Indian,appadam
South Indian,odiyalu
South Indian,pyalalu
South Indian,south indian
South Indian,pulusu
South Indian,rasam
South Indian,rasum
South Indian,rassam
South Indian,rasamm
South Indian,guggillu
South Indian,bhojanam
South Indian,bhojana
South Indian,malabar paratha
South Indian,parota
Desserts,bellam garelu
South Indian,rava garelu
South Indian,ulli garelu
South Indian,pulla garelu
South Indian,south india thali
South Indian,south india thalis
South Indian,south indian thali
South Indian,golichina mamsam
South Indian,ankapur chicken
South Indian,pesarattu
South Indian,vepudu
South Indian,bellam pulusu
South Indian,inguva charu
South Indian,ullikaram
South Indian,bommidala pulusu
South Indian,karappoddi
South Indian,karampodi
South Indian,karampoddi
South Indian,vankaya koora
South Indian,gutthi vankaya
South Indian,aloogadda koora
South Indian,bendakaya pulusu
South Indian,palakoora pappu
South Indian,potlakaya pulusu
South Indian,puntikura chana dal
South Indian,bachali kura
South Indian,pachi pulusu
South Indian,rail palaram
South Indian,jonna gatka
South Indian,makka gatka
South Indian,sajja rotti
South Indian,makka rotti
South Indian,kudumulu
South Indian,antuvuls
South Indian,kadambam
South Indian,makka gudalu
South Indian,bebarla gudallu
South Indian,sala pachi pulsu
South Indian,ulava charu
South Indian,ulavacharu
South Indian,menthipettina kura
South Indian,avapettina kura
South Indian,nuvvugunda kura
South Indian,raagi sangati
South Indian,jonna rotte
South Indian,kodi pulusu
South Indian,mamsam vepudu
South Indian,challa charu
South Indian,sadhulu
South Indian,rotu tokkulu
South Indian,kallegura
South Indian,kaalla kura
South Indian,minapattu
South Indian,nokulu annam
South Indian,chapatti
South Indian,pulihora
South Indian,kooralu
South Indian,pappu koora
South Indian,gujju
South Indian,pulusu koora
South Indian,aava petti koora
South Indian,kaaram petti koora
South Indian,koora podi koora
South Indian,pappucharu
South Indian,chaaru
South Indian,kandi pachadi
South Indian,dibba rotti
South Indian,kodi palav
South Indian,kodi pulao
South Indian,royyala pulao
South Indian,royyala palav
South Indian,andhra chilli chicken
South Indian,talakaya kura
South Indian,chepala pulusu
South Indian,endu chepala vankaya
South Indian,royyala kura
South Indian,gongura mamsam
South Indian,kodi gudla pulusu
South Indian,sajja roti
South Indian,jonna roti
Fast Food,kodi pakodi
Fast Food,peetha pakodi
South Indian,chepa vepudu
South Indian,royyala vepudu
South Indian,bongu chicken
South Indian,mukkalu pulusu
South Indian,chammagadda pulusu
South Indian,kanda pulusu
South Indian,ooru kodi pulusu
South Indian,gutti vankaya
South Indian,vankaya chikkudu kaya
South Indian,vankaya kottimira kharam
South Indian,vankaya banda pachadi
South Indian,vankaya pachi pulusu
South Indian,vanakaya bathani
Fast Food,aloo vepudu
South Indian,pappu pulusu
South Indian,mukkala pulusu
South Indian,totakura pulusu
South Indian,majjiga pulusu
South Indian,menti majjiga
South Indian,kakara kaya pulusu
South Indian,ullipaya pulusu
South Indian,chama vepudu
South Indian,chama pulusu
South Indian,chama ulli kharam
South Indian,chama majjiga pulusu
South Indian,chikkudu kaya vepudu
South Indian,chikkudu kaya kobbari koru
South Indian,alu chikkudu
South Indian,uggani
South Indian,sarva pindi
South Indian,upudu pindi
South Indian,sabhudhana upma
South Indian,ponganaalu
South Indian,garelu
South Indian,uppupindi
South Indian,makkajona garelu
South Indian,ponganallu
South Indian,sajja kudumulu
South Indian,dibba attu
South Indian,atukula dosa
South Indian,rava dosa
South Indian,godhuma uppindi
South Indian,pesarpindi uppindi
South Indian,pulusu uppindi
South Indian,beeyam rava pesasara pappu
South Indian,varipindi uppindi
South Indian,uppudu pindi
South Indian,uppindi
South Indian,saggubiyyam upma
South Indian,semiya upma
South Indian,punugulu
South Indian,gunta punugulu
South Indian,saggubiyyam punugulu
South Indian,mung dal punugulu
South Indian,thapala chekkalu
South Indian,atukulu
South Indian,atukula upma
South Indian,odapa
South Indian,bommidala
South Indian,koora
South Indian,mamsam
South Indian,vankaya
South Indian,aloogadda
South Indian,bendakaya
South Indian,palakoora
South Indian,nuvulu
South Indian,palilu
South Indian,putnalu
South Indian,kobari
South Indian,chintapandu pulusu
South Indian,neyyi
South Indian,karrap podi
South Indian,chutney
South Indian,pappu
South Indian,pachadi
South Indian,avakaya
South Indian,pappulu podi
South Indian,annam
South Indian,aavakaaya
South Indian,pickles
South Indian,pachadis
South Indian,podis
South Indian,papadum
South Indian,charu
South Indian,perugu
South Indian,dondakaya
South Indian,bangaladumpa
South Indian,ooragaya
South Indian,dosakaya
South Indian,gummadikaya
South Indian,allam
South Indian,pesara pappu
South Indian,kandi pappu
South Indian,palakura
South Indian,aanapakaya
South Indian,mudda pappu
South Indian,pesarapappu
South Indian,kodi
South Indian,peetha
South Indian,chepa
South Indian,royyala
South Indian,nimmakaya
South Indian,senagapappu
South Indian,goruchikkudu kaya
South Indian,godhuma nuka
South Indian,andhra
South Indian,coastal andhra
South Indian,telangana
South Indian,rayalaseema
South Indian,srikakulam
South Indian,vizianagaram
South Indian,visakhapatnam
South Indian,vijayawada
South Indian,godavari
South Indian,karimnagar
South Indian,bhimavaram
South Indian,goan prawn curry
South Indian,humann
South Indian,dhabdhabit
South Indian,uddamethi
South Indian,udid methi
South Indian,kismur
South Indian,dangar
South Indian,kalputi
South Indian,bhaaji
South Indian,khatkhate
South Indian,varan
South Indian,tondak
South Indian,solachi kadi
South Indian,ambot tik
South Indian,balchao
South Indian,cafreal
South Indian,canja de galinha
South Indian,chourizo
South Indian,feijoada
South Indian,samarein chi kodi
South Indian,sanna
South Indian,solantule kodi
South Indian,sorpotel
South Indian,vindalho
South Indian,vindaloo
Continental,vinha d'alhos
Continental,vinho e alho
South Indian,xacuti
South Indian,crab xec xec
South Indian,tandoori lobster
South Indian,canja de goa
South Indian,rechad
South Indian,xit kodi
South Indian,roast maas
South Indian,pork sorpotel
South Indian,cabidela
Fast Food,ros
South Indian,pork bafad
South Indian,mol de peixe
South Indian,pork cheris
South Indian,viswan fry
South Indian,sungta rawa fry
South Indian,shevtale
South Indian,bangde
South Indian,tarille bangde
South Indian,chonak rawa fry
South Indian,nisteachem posttam
South Indian,frango assado
South Indian,galhina cafreal
South Indian,bife de carne grelhado
South Indian,bharillim almi
South Indian,sungtachem
South Indian,bhajillem nustem
South Indian,kombdechem xacuti
South Indian,nustachi
South Indian,sungtachi
South Indian,kombdechi xacuti
South Indian,caldo
South Indian,sopa de verdure
South Indian,sopa de frutos de mar
South Indian,podecho
South Indian,koiloris
South Indian,patoleo
South Indian,pez
Fast Food,ros omellete
South Indian,rawa fried lepo
South Indian,vison
South Indian,visvan
South Indian,ambot
South Indian,beef tongue
South Indian,goan
South Indian,goan konkani
South Indian,goan catholic
South Indian,jolada
South Indian,jolada roti
South Indian,kosambri
South Indian,palyas
South Indian,jowari doddmensinkayi palya
South Indian,gulagayi yenagai
South Indian,majjige saaru
South Indian,soute bija huggi
South Indian,kadabu
South Indian,sukka
South Indian,neer dosa
South Indian,kori rotti  gassi
South Indian,gashi
South Indian,koli saaru
South Indian,saaru
South Indian,avarekalu
South Indian,adyes
South Indian,ajadinas
South Indian,huli
South Indian,tallu
South Indian,ajethna
South Indian,ajadina
South Indian,tambuli
South Indian,kosambari
South Indian,pathrade
South Indian,happalla
South Indian,koddelu
South Indian,majjige huli
South Indian,puli kajippu
South Indian,ghasi
South Indian,patrode
South Indian,putnis
South Indian,uddinahittu
South Indian,thambuli
South Indian,halasina kadabu
South Indian,puli koddel
South Indian,hooman ani xit
South Indian,savalem raandaap
South Indian,khatkhatem
South Indian,vaal bhaji
South Indian,usli
South Indian,usal
South Indian,karams
South Indian,botatyache patal bhaji
South Indian,tur dal ross
South Indian,batata song
South Indian,ambat
South Indian,dalithoy
South Indian,knolkhol
South Indian,ghashee
South Indian,ukdem tandhul
South Indian,kalvani
South Indian,pork bafat
South Indian,kalleze un kiti
South Indian,sanna dukra maas
South Indian,dukra maas
South Indian,sanna–dukra maas
South Indian,sheveo roce
South Indian,pathal bakri
South Indian,balthazaar
South Indian,kambulmas chutney
South Indian,karamb
South Indian,foka
South Indian,appam
South Indian,panpole
South Indian,thath bakri
South Indian,meet mirsang
South Indian,korri gasi
South Indian,allugeda
South Indian,coorg pandi curry
South Indian,kane rawa fry
South Indian,sagu
South Indian,ennegayi
South Indian,enne gai
South Indian,yennegai
South Indian,gojju
South Indian,khara pongal
South Indian,chitrana
South Indian,chicken ghee roast
South Indian,chicken sukka
South Indian,kori rotti
South Indian,bangude pulimunchi
South Indian,beeja manoli upkari
South Indian,boothai gasi
South Indian,kadubu
South Indian,patrode.
South Indian,daali thoy
South Indian,bibbe upkari
South Indian,val val
South Indian,avnas ambe sasam
South Indian,kadgi chakko
South Indian,paagila podi
South Indian,chane gashi
South Indian,bifa maas
South Indian,bokrea maas
South Indian,kunkda maas
South Indian,chicken indaz
South Indian,rosachi kadi
South Indian,agasi
South Indian,yellu
South Indian,shenga
South Indian,puttani
South Indian,gurelu
South Indian,ucchal
South Indian,bassaru
South Indian,pelakai
South Indian,abbhigara kokum
South Indian,lonche
South Indian,happal
South Indian,moongacho gathi
South Indian,sheeth
South Indian,roass
South Indian,varann
South Indian,hoomann
South Indian,papodd
South Indian,toi
South Indian,north karnataka
South Indian,south karnataka
South Indian,udupi
South Indian,saraswat
South Indian,coorg
South Indian,mangalorean catholic
South Indian,navayath
South Indian,ballari
South Indian,mysuru
South Indian,mysore
South Indian,karwar
South Indian,uttara karnataka
South Indian,mangaluru . mangalore
South Indian,malnad
South Indian,davangere
South Indian,lingayat
South Indian,tuluva
South Indian,tulu
South Indian,udupi meal
South Indian,satvik brahmin
South Indian,goud saraswat brahmin
South Indian,chitrapur saraswat brahmin
South Indian,tuluvas
South Indian,kannada brahmins
South Indian,tulunadu
South Indian,paayasam
South Indian,bitter gourd thoran
South Indian,aviyal
South Indian,kaalan
South Indian,piralen
South Indian,meat thoran
South Indian,meen mulakittathu
South Indian,meen vevichathu
South Indian,pidi
Desserts,kozhukkatta
South Indian,irachi ularthiathu
South Indian,vindali
South Indian,vivinga
South Indian,meen molee
South Indian,lethiri
South Indian,idiyapam
South Indian,parotta
South Indian,parottas
South Indian,parottha
South Indian,parotha
South Indian,pathiris
South Indian,fish molee
South Indian,cherupayaru stew
South Indian,ulli sarlas
South Indian,kerala fish cutlets
South Indian,pan fried fish cutlets
South Indian,ularthiyathu
South Indian,irachi varuthathu
South Indian,kozhi varattiyathu
South Indian,kappa chenda
South Indian,karimeen varuthathu
South Indian,palappam
South Indian,coconut ada
South Indian,vellayappam
South Indian,kappa puzhukku
South Indian,kappa erachi
South Indian,netholi fish curry
South Indian,kozhuva curry
South Indian,chemmeenum mangayum
South Indian,moru kachiyathu
South Indian,pulishery
South Indian,cheerayum parippum
South Indian,vellarikka moru curry
South Indian,netholi
South Indian,kozhuva
South Indian,mutta chikkiyathu
South Indian,thenga aracha meen curry
South Indian,varutharacha meen curry
South Indian,unakka chemmeen podichathu
South Indian,cabbage thoran
South Indian,beans mezhkkupuratti
South Indian,achinga mezhkkuperatti
South Indian,mushroom theeyal
South Indian,pavakka thoran
South Indian,cheru payaru curry
South Indian,kadala curry
South Indian,thenga chammanthi
South Indian,ulli chammanthi
South Indian,kunjulli chammanthi
South Indian,avalakki upkari
South Indian,bendekayi ajethna
South Indian,basale soppina koddel
South Indian,gulla huli
South Indian,brinjal palya
South Indian,vangi bhat
South Indian,balekai kodilu
South Indian,kaatu mavina hannina saaru
South Indian,ghorikai uppakari
South Indian,bissi bele bhath
South Indian,akki rotti
South Indian,akki roti
South Indian,nomda soup
South Indian,shavige bhath
South Indian,undae  kadubu
South Indian,pelakai appa
South Indian,kaddubu
South Indian,bajjari dosa
South Indian,uppu hulli dosa
South Indian,thondekayi and badnekayi sambar
South Indian,kodhel
South Indian,kumblekayi huli
South Indian,masala rava idli
South Indian,masala dosa
South Indian,plain dosa
South Indian,khara bhat
South Indian,chow chow bhath
South Indian,doza
South Indian,ragi dosa
South Indian,rava masala dosa
South Indian,rice bhath
South Indian,rava idli
South Indian,bisibele bhath
South Indian,curd vada
South Indian,set dosa
South Indian,rava onion dosa
South Indian,onion dosa
South Indian,pudi dosa
South Indian,abbhigara
South Indian,huli podi
South Indian,kuzhambu
South Indian,paruppu
South Indian,poriyal
South Indian,koottu
South Indian,puliyodharai
South Indian,sambhar sadam
South Indian,podi sadam
South Indian,muttaiparotta
South Indian,coin parotta
South Indian,arisimparupu sadam
South Indian,vada curry
South Indian,milagu thanneer
South Indian,kootu
South Indian,thogaiyal
South Indian,thakkali soru
South Indian,thatta payaru arisi paruppu soru
South Indian,sambar soru
South Indian,vetrilai poondu soru
South Indian,brinji soru
South Indian,thengai soru
South Indian,elumichai soru
South Indian,milagu soru
South Indian,ghee pongal
South Indian,karuvepillai soru
South Indian,thayir soru
South Indian,nei soru
South Indian,puli pongal
South Indian,urulai soru
South Indian,thinai pongal
South Indian,muttaikos soru
South Indian,puliyodarai
South Indian,kudaimilagai soru
South Indian,kootansoru
South Indian,kothamalli pudina soru
South Indian,manga soru
South Indian,thalappakatti
South Indian,lemon rasam
South Indian,paruppu rasam
South Indian,cumin rasam
South Indian,garlic rasam
South Indian,kollu rasam
South Indian,pepper rasam
South Indian,pineapple rasam
South Indian,tomato rasam
South Indian,veppam poo
South Indian,kandathippili pepper rasam
South Indian,mint rasam
South Indian,beetroot tomato rasam
South Indian,mutton elumbu rasam
South Indian,mutton bone rasam
South Indian,thatta payaru kathirikkai kozhambu
South Indian,cow pea brinjal curry
South Indian,murunga keerai kozhambu
South Indian,pidukkam paruppu kozhambu
South Indian,kaalan kozhambu
South Indian,vendhaya kozhambu
South Indian,mochai kozhambu
South Indian,pattani kuzhambu
South Indian,ennai kathrikkai kozhambu
South Indian,vendaikkaai kaara kozhambul
South Indian,kathrikkai kaara kozhambu
South Indian,mulai payaru kozhambu
South Indian,ulli theeyal
South Indian,onion theeyal curry
South Indian,kadalai theeyal
South Indian,channa theeyal curry
South Indian,murungakkai theeyal
South Indian,drumstick theeyal curry
South Indian,mochai theeyal
South Indian,field beans theeyal curry
South Indian,poondu theeyal
South Indian,garlic theeyal curry
South Indian,peerkangaai paal kozhambu
South Indian,kollu kozhambu
South Indian,keera kadaisai
South Indian,avarakkai paruppu kuzhambul
South Indian,milagai mandi
South Indian,kaaramani puli kozhambu
South Indian,urundai kozhambu
South Indian,murungakkai puli kozhambu
South Indian,poondu kozhambul
South Indian,poosani paruppu kootul
South Indian,vatha kozhambu
South Indian,soya kozhambu
South Indian,sakkarai valli kizhangu kozhambul
South Indian,pavakkaai pitla
South Indian,pavakkaai puli kozhambu
South Indian,jeeraga kozhambu
South Indian,milagu kozhambui
South Indian,karunai kizhangu kozhambui
South Indian,parangikkaai ellu poriyal
South Indian,arasanikaai poriyal
South Indian,sorakkaai verkaadalai poriyal
South Indian,kizhangu pottalam
South Indian,madurai potato fry masala
South Indian,senai kizhangu poriyal
South Indian,urulai milagu varuval
South Indian,potato pepper fry
South Indian,senai chops
South Indian,yam chops
South Indian,vengaaya thalai poriyal
South Indian,murungakeerai poriyal
South Indian,urulai podimaas
South Indian,potato podimas
South Indian,ennai kathrikkaai masala
South Indian,chinna vengaayam poriyal
South Indian,kaaramani poriyal
South Indian,carrot beans thovaran
South Indian,vendhaya keerai kadalai poriyal
South Indian,methi leaves channa fry
South Indian,cheppankizhangu varuval
South Indian,arbi fry
South Indian,chettinad urulai poriyal
South Indian,chettinad potato fry
South Indian,chettinad urulai pattani poriyal
South Indian,chettinad potato peas fry
South Indian,agathi keerai poriyal
South Indian,agathi keerai fry
South Indian,avarakkai poriyal
South Indian,kovakkai poriyal
South Indian,ivy gourd fry
South Indian,carrot kose poriyal
South Indian,carrot cabbage fry
South Indian,kaalan milagu varuval
South Indian,vendakkaai poriyal
South Indian,ladiesfinger fry
South Indian,beetroot poriyal
South Indian,beetroot coconut fry
South Indian,chow chow poriyal
South Indian,chaypte squash fry
South Indian,vaazhakkai podimas
South Indian,raw banana fry
South Indian,peerkangaai poriyal
South Indian,ridgegourd fry
South Indian,mullangi poriyal
South Indian,raddish fry
South Indian,maravalli kizhangu poriyal
South Indian,tapioca stir fry
South Indian,thanneer muttaan kizhangu poriyal
South Indian,pudalangaai poriyal
South Indian,payaru thovaran
South Indian,pappaalikkai poriyal
South Indian,vendhaya keerai poriyal
South Indian,kudaimilagaai milagu poriyal
South Indian,cauliflower milagu pirattal
South Indian,ratha poriyal
South Indian,vaazhaipoo kootu
South Indian,vendakkai kootu
South Indian,murungakeerai paruppu usili
South Indian,paruppu beans usili
South Indian,kootaviyal
South Indian,keerai mandi
South Indian,sorakkaai kootu
South Indian,vaazhai thandu kootu
South Indian,keerai paruppu poondu kootu
South Indian,mulakeerai kootu
South Indian,amarnath leaves lentil stew
South Indian,pudalangai kootu
South Indian,kothavarangaai kootu
South Indian,poosanikkai kootu
South Indian,manathakkaali keera kootu
South Indian,chow chow kootu
South Indian,chaypate squash stew
South Indian,thakkali kaai kootu
South Indian,kathrikkai rasavaangi
South Indian,mor keerai kootu
South Indian,muttaikose kootu
South Indian,pachai payaru kootu
South Indian,poosanikaai mor kootu
South Indian,chenaikizhangu kootu
South Indian,elephant yam stew
South Indian,kadamba kootu
South Indian,noolkol kootu
South Indian,kohlrabi stew
South Indian,tirunelveli sodhi
South Indian,murungakkai kootu
South Indian,avarakkaai kootu
South Indian,kathrikka kootu
South Indian,sutta kathirkkai gotsu
South Indian,parangikkaai paal kootu
South Indian,pappaalikkaai kootu
South Indian,palakkaai kootu
South Indian,raw jackfruit stew
South Indian,vallaarai keerai kootu
South Indian,brahmi booti stew
South Indian,arachivitta kozhi curry
South Indian,varuthu aracha kozhi curry
South Indian,kozhi milagu varuval
South Indian,kozhi vellai kuruma
South Indian,kozhi milagu masala
South Indian,naatu kozhi kuzhambu
South Indian,naatu kozhi rasam
South Indian,chicken chinthamani
South Indian,kozhi pachai curry
South Indian,pallipaalayam chicken fry
South Indian,chicken kola urundai kozhambu
South Indian,madras kozhi kozhambu
South Indian,chicken chettinad
South Indian,seeraga samba
South Indian,aatukkal paaya
South Indian,nenju elumbu soup
South Indian,mutton kuzhambu
South Indian,nalli elumbu masala
South Indian,mutton curry dosa
South Indian,mutton sukka
South Indian,mutton milagu varuval
South Indian,mutton kola urundai kozhambu
South Indian,meen puli muzham
South Indian,meen karutha curry
South Indian,thengai paal meen curry
South Indian,sura puttu
South Indian,iraal masala
South Indian,iraal milagu varuval
South Indian,nethili meen curry
South Indian,nethili meen varuval
South Indian,prawn ghee roast
South Indian,meen maanga curry
South Indian,chettinad prawn masala
South Indian,vanjaram fry
South Indian,chettinad fish curry
South Indian,nandu masala
Eggetarian,nandu omelette
South Indian,nandu rasam
South Indian,muttai thokku
South Indian,muttai aviayal
South Indian,muttai milagu varuval
South Indian,chettinad egg curry
South Indian,muttai paniyaaram
South Indian,egg paniyaaram
South Indian,odachi oothina muttai curry
South Indian,muttai kalakki
South Indian,egg kalakki
South Indian,muttai korma
South Indian,sevai
South Indian,kutharai valli dosai
South Indian,karidosai
South Indian,saada dosai
South Indian,kal dosai
South Indian,muttai dosai
South Indian,neer dosai
South Indian,rava dosai
South Indian,paasi paruppu dosai
South Indian,kozhakkattai
South Indian,adai
South Indian,kara chutney
South Indian,puli chutney
South Indian,ladiesfinger sambar
South Indian,vendhaya keerai sambar
South Indian,brinjal sambar
South Indian,onion arachu vitta sambar
South Indian,arachuvitta sambar
South Indian,drumstick sambar iyer style
South Indian,bitter gourd pitlai
South Indian,pasi paruppu sambar
South Indian,mango sambar
South Indian,keerai thandu sambar
South Indian,mor sambar
South Indian,choru
South Indian,sappadu
South Indian,virundhu
South Indian,chola nadu
South Indian,chidambaram
South Indian,kumbakonam
South Indian,chettinad
South Indian,madurai
South Indian,kongunadu
South Indian,pandiya nadu
South Indian,tondaimandalam
South Indian,iyer
South Indian,iyengar
South Indian,puli munchi
South Indian,porotta
South Indian,mundasukatti
South Indian,charu pani
South Indian,saathamudhu
South Indian,thokku
South Indian,kadala
South Indian,puttu
Bakery,porikadalai
South Indian,kulambu
South Indian,verkadalai
South Indian,natukodi
South Indian,natukoli
Vegan,vegan
Vegan,granola vegan
Vegan,buddha bowl vegan
Vegan,power bowl vegan
Vegan,vegan power bowl
Vegan,quinoa vegan
Vegan,quinoa bowl vegan
Vegan,chickpea vegan
Vegan,molasses bread
Vegan,molasses cookie
Vegan,molasses cake
Vegan,garbanzos vegan
Vegan,carob
Vegan,gardein
Vegan,nut cheese
Vegan,seitan
Vegan,aquafaba
Vegan,casein
Vegan,cochineal
Vegan,soysage
Vegan,tofurky
Vegan,veganaise
Vegan,vegan omelette
Vegan,vegan omlet
Vegan,vegan omelet
Arabian,soupeh jo
Arabian,ash-e-jow
Arabian,ash e jow
Continental,uf a la coque
Bakery,tropezienne
Beverages,cremant d'alsace
South Indian,bendekayi
Continental,amuse bouches
Continental,amuse-bouches
Beverages,apéritif
Continental,bearnaise
Desserts,baton de jacob
Continental,boeuf
Continental,buf bourguignon
Desserts,café liegeois
Desserts,cafe liegeois
Bakery,canele
Italian,casonsèi
Italian,casonsei
North Indian,sata bhajyun
South Indian,upkari
Chicken,chicken-555
Chicken,chiken 65
Chicken,chickin 65
Beverages,cinnamon café latte
Beverages,cinnamon café latté
Beverages,cocacola
Continental,comte
Continental,consomme
Continental,crabcake
Bakery,creampuff roll
Desserts,crème brûlee
Desserts,creme brûlée
Desserts,crème brulée
Desserts,creme caramel
Desserts,creme chantilly
Desserts,crepe suzette
South Indian,drumstick sambar
Continental,en huitre
Continental,entrecote
Arabian,fi ga'atah
Italian,fideua
South Indian,theeyal curry
Desserts,gateau de ménage
Desserts,gâteau de menage
Desserts,gateau de menage
Desserts,hayagreeva maddi
Arabian,khoresh e alu-esfenaj
Arabian,khoresh aloo esfenaj
Beverages,lu'an gua pian
Desserts,lokma
Desserts,pain d 'epices
Continental,pates
Desserts,pêche melba
Desserts,riz à l'impératrice
Continental,salade niçoise
Continental,soupe à l'oignon
Continental,soupe à l'oignon gratinée
